Order_ID,Product_Category,Country,Quantity,Delivery_Time_Days,Column1,Customer_Rating,Year, Unit_Price_USD ,Order_Amount,Return_Rate_%
1052,Sports & Outdoors,Nigeria,2,13,7.83,1.3,2024,$810 ,"$1,620 ",7.83%
1053,Electronics,Egypt,4,10,1.81,4.8,2019,$391 ,"$1,564 ",1.81%
1054,Electronics,Ghana,8,14,8,3.3,2021,"$1,375 ","$11,000 ",8.00%
1055,Sports & Outdoors,France,8,10,6.42,3,2011,$607 ,"$4,856 ",6.42%
1056,Home & Kitchen,Nigeria,3,6,6.69,4.4,2015,$189 ,$567 ,6.69%
1057,Clothing,Nigeria,4,12,8.32,4.5,2025,$118 ,$472 ,8.32%
1058,Beauty & Health,Kenya,3,11,5.74,3.1,2011,$70 ,$210 ,5.74%
1059,Clothing,Germany,10,1,4.66,4.7,2018,$93 ,$930 ,4.66%
1060,Sports & Outdoors,Nigeria,2,13,6.37,1.3,2011,$867 ,"$1,734 ",6.37%
1061,Electronics,UK,4,5,2.98,1.5,2015,"$1,137 ","$4,548 ",2.98%
1062,Electronics,Brazil,6,14,1.83,3.4,2017,$792 ,"$4,752 ",1.83%
1063,Beauty & Health,USA,5,4,6.17,2.4,2015,$70 ,$350 ,6.17%
1064,Electronics,India,3,4,2.34,2.9,2021,"$1,907 ","$5,721 ",2.34%
1065,Electronics,USA,2,7,0.8,2.3,2024,"$1,063 ","$2,126 ",0.80%
1066,Beauty & Health,Brazil,9,9,0.01,2.6,2012,$47 ,$423 ,0.01%
1067,Beauty & Health,South Africa,1,8,6.08,4.3,2014,$81 ,$81 ,6.08%
1068,Sports & Outdoors,UK,9,11,3.62,3.4,2025,$121 ,"$1,089 ",3.62%
1069,Electronics,France,1,13,7.52,5,2013,"$1,748 ","$1,748 ",7.52%
1070,Electronics,Nigeria,7,14,3.75,4.1,2025,$804 ,"$5,628 ",3.75%
1071,Sports & Outdoors,South Africa,6,12,4.86,2.1,2010,$28 ,$168 ,4.86%
1072,Home & Kitchen,UK,7,8,4.07,2.1,2014,$163 ,"$1,141 ",4.07%
1073,Home & Kitchen,Kenya,3,5,6.51,2.3,2019,$352 ,"$1,056 ",6.51%
1074,Home & Kitchen,USA,3,6,3.56,4.4,2021,$238 ,$714 ,3.56%
1075,Sports & Outdoors,South Africa,1,2,9.64,1.1,2014,$129 ,$129 ,9.64%
1076,Electronics,Egypt,4,13,9.36,1.9,2016,$453 ,"$1,812 ",9.36%
1077,Sports & Outdoors,Nigeria,2,11,8.48,4.6,2024,$103 ,$206 ,8.48%
1078,Sports & Outdoors,Nigeria,10,14,9.2,3.6,2021,$574 ,"$5,740 ",9.20%
1079,Home & Kitchen,France,8,3,4.49,1.9,2016,$80 ,$640 ,4.49%
1080,Clothing,Germany,3,5,5.36,1.9,2011,$141 ,$423 ,5.36%
1081,Electronics,Egypt,7,2,7.42,4.5,2023,$720 ,"$5,040 ",7.42%
1082,Home & Kitchen,Nigeria,7,3,6.96,4.6,2013,$116 ,$812 ,6.96%
1083,Clothing,Ghana,9,4,8.91,2,2010,$144 ,"$1,296 ",8.91%
1084,Clothing,Egypt,6,6,7.16,2.7,2022,$95 ,$570 ,7.16%
1085,Beauty & Health,Nigeria,1,5,9.98,4.3,2014,$88 ,$88 ,9.98%
1086,Electronics,Brazil,8,10,3.49,4.1,2014,$326 ,"$2,608 ",3.49%
1087,Clothing,Egypt,1,4,8.33,4.3,2013,$13 ,$13 ,8.33%
1088,Home & Kitchen,UK,3,13,6.98,3.1,2019,$394 ,"$1,182 ",6.98%
1089,Beauty & Health,Egypt,5,2,6.91,4.6,2021,$24 ,$120 ,6.91%
1090,Electronics,India,8,12,3.26,2.3,2021,"$1,158 ","$9,264 ",3.26%
1091,Sports & Outdoors,France,9,11,7.86,1.6,2016,$884 ,"$7,956 ",7.86%
1092,Home & Kitchen,Kenya,7,5,9,3.8,2015,$257 ,"$1,799 ",9.00%
1093,Clothing,Kenya,9,5,2.19,3.2,2022,$196 ,"$1,764 ",2.19%
1094,Clothing,Kenya,3,11,6.25,4.4,2019,$182 ,$546 ,6.25%
1095,Home & Kitchen,UK,5,7,3.92,1.3,2012,$284 ,"$1,420 ",3.92%
1096,Clothing,South Africa,10,1,9.9,4.4,2025,$159 ,"$1,590 ",9.90%
1097,Beauty & Health,Kenya,8,4,4.79,2.2,2011,$52 ,$416 ,4.79%
1098,Electronics,India,1,11,2.28,3.6,2024,"$1,793 ","$1,793 ",2.28%
1099,Beauty & Health,USA,8,5,3.82,1.2,2013,$33 ,$264 ,3.82%
1100,Clothing,UK,7,8,6.54,3.4,2018,$45 ,$315 ,6.54%
1101,Sports & Outdoors,South Africa,1,12,0.76,3.9,2019,$829 ,$829 ,0.76%
1102,Electronics,USA,10,12,6.04,2.5,2014,"$1,152 ","$11,520 ",6.04%
1103,Electronics,USA,10,8,9.31,1.9,2010,$490 ,"$4,900 ",9.31%
1104,Home & Kitchen,USA,6,1,8.5,3.2,2020,$430 ,"$2,580 ",8.50%
1105,Home & Kitchen,Ghana,1,5,0.68,4.3,2012,$411 ,$411 ,0.68%
1106,Sports & Outdoors,France,2,10,9.93,2.3,2025,$786 ,"$1,572 ",9.93%
1107,Electronics,France,5,1,6.99,2,2018,"$1,008 ","$5,040 ",6.99%
1108,Sports & Outdoors,UK,2,1,1.62,2.1,2016,$969 ,"$1,938 ",1.62%
1109,Home & Kitchen,India,10,2,0.12,4.8,2012,$156 ,"$1,560 ",0.12%
1110,Home & Kitchen,India,1,2,1.71,2.4,2010,$148 ,$148 ,1.71%
1111,Electronics,India,6,9,8.38,1,2013,"$1,779 ","$10,674 ",8.38%
1112,Beauty & Health,USA,8,4,0.22,4.1,2018,$45 ,$360 ,0.22%
1113,Clothing,China,8,3,2.33,3.8,2021,$189 ,"$1,512 ",2.33%
1114,Home & Kitchen,Brazil,8,11,7.57,1.5,2025,$382 ,"$3,056 ",7.57%
1115,Home & Kitchen,Egypt,6,1,5.86,4.9,2016,$355 ,"$2,130 ",5.86%
1116,Beauty & Health,South Africa,3,12,7.83,3.4,2014,$20 ,$60 ,7.83%
1117,Beauty & Health,France,1,2,7.46,3,2022,$9 ,$9 ,7.46%
1118,Sports & Outdoors,China,2,6,0.51,2.5,2020,$939 ,"$1,878 ",0.51%
1119,Sports & Outdoors,Kenya,5,9,8.93,4.6,2023,$958 ,"$4,790 ",8.93%
1120,Clothing,UK,10,5,2.27,2,2015,$19 ,$190 ,2.27%
1121,Clothing,South Africa,5,4,5.53,2.1,2010,$196 ,$980 ,5.53%
1122,Electronics,UK,10,13,6.44,1.5,2016,"$1,414 ","$14,140 ",6.44%
1123,Sports & Outdoors,Brazil,1,5,1.69,4,2025,$562 ,$562 ,1.69%
1124,Home & Kitchen,Ghana,1,9,9.76,3.4,2021,$134 ,$134 ,9.76%
1125,Sports & Outdoors,Ghana,9,12,4.88,3.4,2014,$98 ,$882 ,4.88%
1126,Home & Kitchen,USA,2,13,0.58,1.9,2016,$409 ,$818 ,0.58%
1127,Beauty & Health,Ghana,7,7,9.37,3.6,2014,$13 ,$91 ,9.37%
1128,Sports & Outdoors,UK,10,8,5.86,4.1,2014,$469 ,"$4,690 ",5.86%
1129,Beauty & Health,Kenya,4,4,6.99,2.4,2012,$48 ,$192 ,6.99%
1130,Clothing,USA,7,11,5.25,4.2,2014,$125 ,$875 ,5.25%
1131,Clothing,Nigeria,8,8,8.35,2.4,2017,$153 ,"$1,224 ",8.35%
1132,Electronics,India,5,6,0.33,4,2023,"$1,243 ","$6,215 ",0.33%
1133,Sports & Outdoors,South Africa,1,5,2.68,1.1,2017,$963 ,$963 ,2.68%
1134,Beauty & Health,Brazil,4,13,4.7,3.2,2011,$57 ,$228 ,4.70%
1135,Home & Kitchen,USA,10,12,0.77,4.9,2020,$79 ,$790 ,0.77%
1136,Clothing,UK,3,7,7.06,4.9,2010,$185 ,$555 ,7.06%
1137,Clothing,South Africa,10,6,3.94,2.1,2011,$79 ,$790 ,3.94%
1138,Home & Kitchen,Kenya,5,3,2.73,2.8,2020,$316 ,"$1,580 ",2.73%
1139,Beauty & Health,Germany,10,5,0.03,1.3,2016,$79 ,$790 ,0.03%
1140,Beauty & Health,Brazil,10,9,7.2,4.5,2012,$37 ,$370 ,7.20%
1141,Sports & Outdoors,UK,6,7,8.34,3.3,2017,$199 ,"$1,194 ",8.34%
1142,Sports & Outdoors,Brazil,2,12,3.95,2.5,2013,$612 ,"$1,224 ",3.95%
1143,Electronics,France,7,4,5.64,1.5,2019,$666 ,"$4,662 ",5.64%
1144,Clothing,Germany,3,7,2.28,4.8,2019,$188 ,$564 ,2.28%
1145,Sports & Outdoors,South Africa,1,5,6.22,3.1,2017,$629 ,$629 ,6.22%
1146,Beauty & Health,Ghana,10,11,0.12,2.1,2023,$44 ,$440 ,0.12%
1147,Home & Kitchen,UK,3,13,4.89,2.4,2011,$167 ,$501 ,4.89%
1148,Beauty & Health,Brazil,9,2,6.44,2.1,2022,$67 ,$603 ,6.44%
1149,Clothing,South Africa,10,13,9.18,3.4,2023,$159 ,"$1,590 ",9.18%
1150,Beauty & Health,Ghana,6,6,3.81,4.7,2024,$94 ,$564 ,3.81%
1151,Electronics,Kenya,6,7,7.65,4.4,2014,$736 ,"$4,416 ",7.65%
1152,Clothing,Kenya,4,8,5.98,2.8,2015,$100 ,$400 ,5.98%
1153,Home & Kitchen,Brazil,8,6,9.27,4.3,2010,$308 ,"$2,464 ",9.27%
1154,Electronics,USA,5,8,3.98,2.7,2024,"$1,516 ","$7,580 ",3.98%
1155,Clothing,France,7,7,3.19,2,2023,$46 ,$322 ,3.19%
1156,Home & Kitchen,USA,9,2,8.87,4.9,2010,$19 ,$171 ,8.87%
1157,Electronics,France,5,14,0.49,2.2,2023,$949 ,"$4,745 ",0.49%
1158,Electronics,UK,5,6,1.36,2.3,2018,"$1,785 ","$8,925 ",1.36%
1159,Clothing,India,4,9,0.82,5,2014,$119 ,$476 ,0.82%
1160,Sports & Outdoors,Nigeria,6,12,8.43,1.5,2024,$927 ,"$5,562 ",8.43%
1161,Electronics,Brazil,2,6,0.11,4,2024,$415 ,$830 ,0.11%
1162,Electronics,Egypt,3,4,8.62,4.7,2023,"$1,295 ","$3,885 ",8.62%
1163,Home & Kitchen,India,1,7,4.51,3,2013,$420 ,$420 ,4.51%
1164,Beauty & Health,China,2,3,0.04,1,2023,$10 ,$20 ,0.04%
1165,Clothing,Brazil,2,5,4.02,2.5,2010,$36 ,$72 ,4.02%
1166,Clothing,Germany,8,1,1.87,1.4,2024,$64 ,$512 ,1.87%
1167,Sports & Outdoors,Ghana,8,10,6.24,2.7,2012,$930 ,"$7,440 ",6.24%
1168,Sports & Outdoors,Germany,2,3,6.79,4.2,2022,$851 ,"$1,702 ",6.79%
1169,Clothing,Kenya,6,8,4.88,2.8,2013,$26 ,$156 ,4.88%
1170,Sports & Outdoors,France,5,9,0.41,2.7,2020,$278 ,"$1,390 ",0.41%
1171,Home & Kitchen,Ghana,3,9,6.56,3.2,2025,$280 ,$840 ,6.56%
1172,Clothing,India,5,10,8.42,3.3,2020,$200 ,"$1,000 ",8.42%
1173,Sports & Outdoors,Kenya,5,2,7.2,4.4,2014,$594 ,"$2,970 ",7.20%
1174,Clothing,Ghana,5,4,8.3,2.2,2023,$98 ,$490 ,8.30%
1175,Beauty & Health,USA,3,5,2.01,4.3,2019,$66 ,$198 ,2.01%
1176,Electronics,Kenya,3,3,8.89,3.3,2021,"$1,976 ","$5,928 ",8.89%
1177,Clothing,USA,4,13,3.22,2.2,2023,$113 ,$452 ,3.22%
1178,Electronics,USA,7,11,0.13,2.2,2014,"$1,516 ","$10,612 ",0.13%
1179,Sports & Outdoors,Ghana,2,1,8.43,2.4,2019,$427 ,$854 ,8.43%
1180,Electronics,South Africa,10,6,9.42,3.5,2017,"$1,923 ","$19,230 ",9.42%
1181,Clothing,Germany,4,14,6.56,1.9,2022,$12 ,$48 ,6.56%
1182,Beauty & Health,Kenya,4,10,2.31,4.7,2022,$37 ,$148 ,2.31%
1183,Sports & Outdoors,Egypt,1,2,2.52,3.3,2012,$702 ,$702 ,2.52%
1184,Clothing,South Africa,10,9,4.67,4.7,2016,$118 ,"$1,180 ",4.67%
1185,Sports & Outdoors,China,8,1,8.98,1.2,2023,$671 ,"$5,368 ",8.98%
1186,Home & Kitchen,Germany,1,11,1.5,2.4,2025,$107 ,$107 ,1.50%
1187,Electronics,Kenya,8,9,8.26,1.1,2022,"$1,080 ","$8,640 ",8.26%
1188,Home & Kitchen,India,7,7,2.91,2.1,2015,$117 ,$819 ,2.91%
1189,Clothing,France,9,11,8.09,4.4,2019,$106 ,$954 ,8.09%
1190,Beauty & Health,Germany,8,13,9.2,1.1,2020,$36 ,$288 ,9.20%
1191,Sports & Outdoors,Egypt,5,10,4.27,2.7,2019,$423 ,"$2,115 ",4.27%
1192,Electronics,Brazil,8,2,3.65,1.5,2019,"$1,830 ","$14,640 ",3.65%
1193,Sports & Outdoors,UK,10,14,8.02,2.7,2020,$343 ,"$3,430 ",8.02%
1194,Clothing,USA,3,6,5.29,4.4,2015,$154 ,$462 ,5.29%
1195,Sports & Outdoors,UK,10,8,6.84,3.5,2019,$773 ,"$7,730 ",6.84%
1196,Electronics,South Africa,7,2,6.23,3.9,2018,"$1,588 ","$11,116 ",6.23%
1197,Clothing,Brazil,4,5,1.53,2.4,2023,$156 ,$624 ,1.53%
1198,Sports & Outdoors,USA,5,13,8.45,4.8,2024,$151 ,$755 ,8.45%
1199,Beauty & Health,Kenya,9,12,1.96,3.8,2016,$97 ,$873 ,1.96%
1200,Clothing,South Africa,7,11,9.32,2.7,2022,$26 ,$182 ,9.32%
1201,Clothing,Egypt,4,6,2.51,2.7,2020,$31 ,$124 ,2.51%
1202,Beauty & Health,Ghana,6,3,7.34,4.7,2016,$70 ,$420 ,7.34%
1203,Home & Kitchen,Kenya,10,14,2.85,3.3,2020,$184 ,"$1,840 ",2.85%
1204,Electronics,Germany,7,12,3.18,3.8,2023,$559 ,"$3,913 ",3.18%
1205,Home & Kitchen,Ghana,10,2,3.1,2.7,2010,$443 ,"$4,430 ",3.10%
1206,Sports & Outdoors,South Africa,9,11,7.48,1.9,2025,$30 ,$270 ,7.48%
1207,Beauty & Health,Germany,4,6,5.57,3.9,2010,$57 ,$228 ,5.57%
1208,Home & Kitchen,Egypt,10,3,8.83,3.4,2018,$246 ,"$2,460 ",8.83%
1209,Clothing,China,3,2,3.07,3,2018,$197 ,$591 ,3.07%
1210,Sports & Outdoors,UK,8,1,6.92,3.5,2021,$48 ,$384 ,6.92%
1211,Sports & Outdoors,Germany,1,14,7.53,1.8,2025,$551 ,$551 ,7.53%
1212,Home & Kitchen,UK,9,8,1.51,4.2,2020,$19 ,$171 ,1.51%
1213,Home & Kitchen,USA,1,1,4.01,4.8,2019,$423 ,$423 ,4.01%
1214,Beauty & Health,France,2,12,4.83,4.6,2012,$38 ,$76 ,4.83%
1215,Electronics,Nigeria,8,5,3.56,2.3,2024,$239 ,"$1,912 ",3.56%
1216,Home & Kitchen,Kenya,9,11,3.22,2.6,2025,$42 ,$378 ,3.22%
1217,Home & Kitchen,Nigeria,7,6,6.86,4.2,2020,$112 ,$784 ,6.86%
1218,Clothing,USA,3,11,2.16,3.4,2020,$15 ,$45 ,2.16%
1219,Sports & Outdoors,Germany,7,12,7.09,3.2,2017,$777 ,"$5,439 ",7.09%
1220,Electronics,USA,6,12,9.35,4.7,2018,$118 ,$708 ,9.35%
1221,Clothing,India,2,3,5.65,3.1,2010,$21 ,$42 ,5.65%
1222,Beauty & Health,Nigeria,3,14,6.11,3.1,2021,$29 ,$87 ,6.11%
1223,Beauty & Health,Nigeria,10,7,0.69,1.2,2023,$17 ,$170 ,0.69%
1224,Home & Kitchen,China,10,2,8.64,1.3,2012,$479 ,"$4,790 ",8.64%
1225,Home & Kitchen,India,5,7,2.85,1,2022,$90 ,$450 ,2.85%
1226,Beauty & Health,Kenya,10,2,6.15,4.7,2025,$7 ,$70 ,6.15%
1227,Home & Kitchen,Ghana,4,5,9.79,2.6,2015,$38 ,$152 ,9.79%
1228,Electronics,Brazil,2,7,5.96,2.9,2024,"$1,131 ","$2,262 ",5.96%
1229,Home & Kitchen,China,4,11,7.25,4.4,2025,$382 ,"$1,528 ",7.25%
1230,Sports & Outdoors,USA,8,11,4.45,3.4,2013,$247 ,"$1,976 ",4.45%
1231,Home & Kitchen,France,5,14,0.6,3.4,2017,$390 ,"$1,950 ",0.60%
1232,Clothing,Brazil,5,3,7.98,2.2,2024,$132 ,$660 ,7.98%
1233,Electronics,India,10,14,0.35,4.3,2018,"$1,213 ","$12,130 ",0.35%
1234,Clothing,USA,3,11,7.01,1.7,2016,$54 ,$162 ,7.01%
1235,Clothing,Egypt,8,4,0.23,1.2,2020,$10 ,$80 ,0.23%
1236,Sports & Outdoors,India,6,1,8.62,1.8,2010,$534 ,"$3,204 ",8.62%
1237,Electronics,South Africa,2,3,1.58,2.1,2025,$932 ,"$1,864 ",1.58%
1238,Electronics,South Africa,2,9,5.14,2.1,2023,"$1,906 ","$3,812 ",5.14%
1239,Electronics,China,9,10,5.97,3.7,2011,"$1,941 ","$17,469 ",5.97%
1240,Electronics,Nigeria,7,5,4.58,1.9,2010,"$1,271 ","$8,897 ",4.58%
1241,Electronics,South Africa,10,8,3.41,3.7,2018,"$1,510 ","$15,100 ",3.41%
1242,Sports & Outdoors,China,9,2,4.68,1.4,2013,$720 ,"$6,480 ",4.68%
1243,Home & Kitchen,UK,6,3,3.11,1.6,2019,$413 ,"$2,478 ",3.11%
1244,Clothing,France,5,7,4.38,3,2023,$196 ,$980 ,4.38%
1245,Electronics,South Africa,1,14,3.59,4.7,2017,$537 ,$537 ,3.59%
1246,Home & Kitchen,Germany,6,10,5.66,4.4,2014,$202 ,"$1,212 ",5.66%
1247,Home & Kitchen,UK,6,4,2.38,4.9,2014,$138 ,$828 ,2.38%
1248,Clothing,Brazil,3,9,9.89,3.6,2025,$46 ,$138 ,9.89%
1249,Sports & Outdoors,UK,3,14,5.01,3.7,2014,$680 ,"$2,040 ",5.01%
1250,Beauty & Health,USA,3,7,1.94,3.5,2020,$27 ,$81 ,1.94%
1251,Beauty & Health,Nigeria,3,14,4.77,3.5,2014,$22 ,$66 ,4.77%
1252,Home & Kitchen,China,7,11,8.66,1.6,2012,$31 ,$217 ,8.66%
1253,Clothing,Kenya,10,12,0.22,3.2,2015,$168 ,"$1,680 ",0.22%
1254,Beauty & Health,Kenya,2,1,6.8,2.5,2023,$68 ,$136 ,6.80%
1255,Home & Kitchen,Egypt,10,4,5.48,2.8,2010,$318 ,"$3,180 ",5.48%
1256,Sports & Outdoors,France,10,10,1.7,3.1,2017,$301 ,"$3,010 ",1.70%
1257,Beauty & Health,USA,2,11,8.17,1.5,2022,$26 ,$52 ,8.17%
1258,Home & Kitchen,Kenya,3,6,3.69,2.4,2013,$139 ,$417 ,3.69%
1259,Home & Kitchen,Nigeria,10,6,2.94,1.3,2015,$187 ,"$1,870 ",2.94%
1260,Electronics,Brazil,7,10,8.28,4.9,2011,"$1,543 ","$10,801 ",8.28%
1261,Sports & Outdoors,Kenya,3,6,6.39,1.5,2011,$339 ,"$1,017 ",6.39%
1262,Electronics,Germany,7,5,8.98,2,2025,$774 ,"$5,418 ",8.98%
1263,Clothing,UK,9,3,6.3,4.6,2017,$91 ,$819 ,6.30%
1264,Electronics,Kenya,10,2,7.41,2.9,2023,$766 ,"$7,660 ",7.41%
1265,Electronics,USA,4,3,8.36,1.5,2010,"$1,447 ","$5,788 ",8.36%
1266,Beauty & Health,South Africa,7,9,0.55,2.5,2017,$21 ,$147 ,0.55%
1267,Home & Kitchen,South Africa,9,3,7.76,1.5,2024,$468 ,"$4,212 ",7.76%
1268,Sports & Outdoors,Brazil,8,3,6.14,1.8,2019,$414 ,"$3,312 ",6.14%
1269,Electronics,South Africa,8,1,0.7,1.2,2025,$872 ,"$6,976 ",0.70%
1270,Sports & Outdoors,China,9,2,5.09,2.8,2019,$205 ,"$1,845 ",5.09%
1271,Electronics,India,5,11,0.82,4.2,2024,$565 ,"$2,825 ",0.82%
1272,Clothing,Brazil,5,12,7.36,3.3,2010,$66 ,$330 ,7.36%
1273,Electronics,USA,3,3,5.47,3.4,2024,"$1,852 ","$5,556 ",5.47%
1274,Beauty & Health,France,5,2,9.54,1.8,2018,$78 ,$390 ,9.54%
1275,Home & Kitchen,South Africa,8,8,1.83,2.4,2010,$222 ,"$1,776 ",1.83%
1276,Clothing,India,5,6,6.06,4.4,2013,$83 ,$415 ,6.06%
1277,Electronics,Egypt,4,7,2.12,1.4,2018,"$1,607 ","$6,428 ",2.12%
1278,Sports & Outdoors,Nigeria,8,1,6.14,4.4,2010,$104 ,$832 ,6.14%
1279,Clothing,UK,7,6,7.23,2.9,2018,$129 ,$903 ,7.23%
1280,Clothing,South Africa,6,2,7.22,4.3,2023,$23 ,$138 ,7.22%
1281,Electronics,Brazil,5,13,8.15,2.3,2017,$939 ,"$4,695 ",8.15%
1282,Clothing,USA,5,6,8.54,2.4,2025,$138 ,$690 ,8.54%
1283,Sports & Outdoors,South Africa,10,3,0.77,4,2014,$931 ,"$9,310 ",0.77%
1284,Clothing,Kenya,2,7,3.43,4.1,2015,$35 ,$70 ,3.43%
1285,Sports & Outdoors,South Africa,4,3,6.87,1.9,2014,$68 ,$272 ,6.87%
1286,Electronics,Brazil,8,9,4.99,4.9,2013,"$1,549 ","$12,392 ",4.99%
1287,Home & Kitchen,Germany,8,3,1.91,1.3,2021,$468 ,"$3,744 ",1.91%
1288,Clothing,Germany,1,7,5.53,1.3,2025,$112 ,$112 ,5.53%
1289,Home & Kitchen,South Africa,2,12,4.07,3.4,2025,$256 ,$512 ,4.07%
1290,Sports & Outdoors,UK,5,4,3.9,3.9,2019,$853 ,"$4,265 ",3.90%
1291,Clothing,USA,9,8,8.1,4.8,2024,$62 ,$558 ,8.10%
1292,Beauty & Health,Egypt,10,14,4.08,2.6,2024,$13 ,$130 ,4.08%
1293,Home & Kitchen,Egypt,7,2,0.26,1.1,2023,$83 ,$581 ,0.26%
1294,Clothing,South Africa,10,8,0.58,3.4,2022,$49 ,$490 ,0.58%
1295,Home & Kitchen,South Africa,5,9,8.56,2.2,2021,$198 ,$990 ,8.56%
1296,Clothing,Germany,1,13,9.61,2.7,2013,$142 ,$142 ,9.61%
1297,Electronics,Brazil,6,8,6.88,3,2025,$155 ,$930 ,6.88%
1298,Home & Kitchen,UK,8,6,3.64,1.3,2023,$381 ,"$3,048 ",3.64%
1299,Beauty & Health,India,7,10,9.39,2.9,2019,$76 ,$532 ,9.39%
1300,Beauty & Health,South Africa,2,1,6.63,2.7,2017,$9 ,$18 ,6.63%
1301,Sports & Outdoors,Egypt,5,7,8.44,3.9,2017,$600 ,"$3,000 ",8.44%
1302,Clothing,USA,4,1,7.66,3.6,2018,$61 ,$244 ,7.66%
1303,Home & Kitchen,France,9,7,3.79,1.7,2012,$479 ,"$4,311 ",3.79%
1304,Sports & Outdoors,Kenya,10,14,4.79,1.8,2019,$348 ,"$3,480 ",4.79%
1305,Home & Kitchen,South Africa,1,2,1.86,2,2024,$112 ,$112 ,1.86%
1306,Clothing,Brazil,6,8,2.92,1.7,2017,$170 ,"$1,020 ",2.92%
1307,Beauty & Health,South Africa,3,2,7.78,3.6,2024,$26 ,$78 ,7.78%
1308,Electronics,Brazil,9,3,8.94,5,2012,"$1,080 ","$9,720 ",8.94%
1309,Beauty & Health,UK,5,13,7.24,3.6,2011,$19 ,$95 ,7.24%
1310,Sports & Outdoors,France,6,12,4.65,3.4,2011,$596 ,"$3,576 ",4.65%
1311,Electronics,Nigeria,9,3,0.87,2.6,2018,$426 ,"$3,834 ",0.87%
1312,Sports & Outdoors,China,9,1,0.57,2.3,2013,$938 ,"$8,442 ",0.57%
1313,Clothing,USA,8,5,3.74,4.6,2014,$120 ,$960 ,3.74%
1314,Electronics,USA,9,5,4.64,4.9,2011,$873 ,"$7,857 ",4.64%
1315,Sports & Outdoors,Brazil,4,10,6.09,3,2018,$743 ,"$2,972 ",6.09%
1316,Clothing,Germany,6,5,0.06,2.2,2016,$195 ,"$1,170 ",0.06%
1317,Beauty & Health,Brazil,5,14,9.9,4.1,2012,$30 ,$150 ,9.90%
1318,Clothing,Germany,5,13,3.64,1.5,2015,$149 ,$745 ,3.64%
1319,Home & Kitchen,China,4,9,8.48,4.1,2016,$347 ,"$1,388 ",8.48%
1320,Clothing,Ghana,2,6,5.35,4.3,2025,$124 ,$248 ,5.35%
1321,Clothing,Egypt,6,6,1.3,1.5,2023,$122 ,$732 ,1.30%
1322,Home & Kitchen,India,9,3,7.98,4.9,2021,$347 ,"$3,123 ",7.98%
1323,Sports & Outdoors,China,1,5,7.1,4.9,2015,$149 ,$149 ,7.10%
1324,Sports & Outdoors,USA,7,10,5.27,4.7,2019,$947 ,"$6,629 ",5.27%
1325,Clothing,India,6,7,5.15,3,2020,$187 ,"$1,122 ",5.15%
1326,Home & Kitchen,UK,3,3,0.87,2,2019,$109 ,$327 ,0.87%
1327,Home & Kitchen,Brazil,1,2,6.56,3.3,2015,$331 ,$331 ,6.56%
1328,Beauty & Health,UK,4,5,9.11,2.7,2022,$15 ,$60 ,9.11%
1329,Sports & Outdoors,France,9,3,0.93,1.8,2024,$120 ,"$1,080 ",0.93%
1330,Electronics,UK,2,5,2.64,2.7,2017,"$1,319 ","$2,638 ",2.64%
1331,Sports & Outdoors,South Africa,3,9,9.02,3.7,2023,$821 ,"$2,463 ",9.02%
1332,Sports & Outdoors,Egypt,2,11,2.84,1.3,2017,$227 ,$454 ,2.84%
1333,Beauty & Health,South Africa,2,10,6.54,2.3,2014,$99 ,$198 ,6.54%
1334,Electronics,China,10,1,5.35,1.1,2023,$572 ,"$5,720 ",5.35%
1335,Beauty & Health,Kenya,8,4,5.96,4,2013,$12 ,$96 ,5.96%
1336,Electronics,Brazil,3,10,4.16,3.6,2020,$235 ,$705 ,4.16%
1337,Clothing,USA,7,5,3,1.3,2014,$107 ,$749 ,3.00%
1338,Electronics,India,8,2,0.49,4.9,2018,"$1,010 ","$8,080 ",0.49%
1339,Beauty & Health,Brazil,3,12,7.44,1.1,2021,$9 ,$27 ,7.44%
1340,Sports & Outdoors,Egypt,2,2,7.46,3.4,2019,$166 ,$332 ,7.46%
1341,Electronics,Nigeria,8,1,6.71,4.1,2015,$557 ,"$4,456 ",6.71%
1342,Electronics,India,3,14,6.44,4.2,2012,"$1,820 ","$5,460 ",6.44%
1343,Home & Kitchen,Nigeria,7,8,2.44,1.1,2012,$452 ,"$3,164 ",2.44%
1344,Sports & Outdoors,Kenya,1,2,0.22,4.6,2023,$432 ,$432 ,0.22%
1345,Clothing,Egypt,6,3,8.09,4.7,2010,$110 ,$660 ,8.09%
1346,Beauty & Health,Ghana,9,12,4.91,3.2,2024,$23 ,$207 ,4.91%
1347,Clothing,Ghana,3,2,3.07,2.9,2024,$55 ,$165 ,3.07%
1348,Sports & Outdoors,Ghana,7,4,1.02,1.2,2014,$123 ,$861 ,1.02%
1349,Electronics,USA,6,14,0.63,3.2,2015,$435 ,"$2,610 ",0.63%
1350,Electronics,USA,8,1,3.49,2.6,2017,$545 ,"$4,360 ",3.49%
1351,Sports & Outdoors,Ghana,3,3,8.05,4.1,2020,$753 ,"$2,259 ",8.05%
1352,Electronics,Nigeria,3,5,9.19,2.6,2018,$543 ,"$1,629 ",9.19%
1353,Electronics,Egypt,4,10,8.97,3.7,2016,$217 ,$868 ,8.97%
1354,Electronics,UK,3,1,9.2,1.4,2010,"$1,640 ","$4,920 ",9.20%
1355,Beauty & Health,Egypt,9,4,9.08,1.5,2016,$37 ,$333 ,9.08%
